sido,sigungu,hotelname,,opendate,closedate,level2013,level2014,level2015,level2016,level2017,level2018,level2019,level2020,level_final,address,id_regist,level2013_old,group,capacity,phone,land,좌표정보_X_,좌표정보_Y_,level2014_old,level2015_old,level2016_old,level2017_old,level2018_old,level2019_old,firmname,level2020_old,level_assigned,floors,gfa,facility,openyear,결정등급
전남,구례군,지리산스위스호텔,,19970530,.,A30,A30,A40,A40,A40,,,,,전라남도 구례군 마산면 화엄사로 314,39732,1등급,관광호텔업,42,061 7830156,1494.45,244316.8695,193259.2632,1등급,2등급,2등급,2등급,,,,,,,,,1997,
전남,구례군,지리산프라자호텔,,19880809,,A30,A30,A30,A30,A30,,,,,전라남도 구례군 마산면 화엄사로 464,39757,1등급,관광호텔업,57,061 7822171,6690.25,244852.0912,194486.9805,1등급,3성급,3성급,3성급,,,,,,,,,1988,
전남,고흥군,빅토리아호텔,,20050712,,,,,,,,,,,전남 고흥군 도화면 천마로 2736-29,39883,,관광호텔업,55,061 832 3711,2155.14,232370.4696,110354.8167,,,,,,,,,,,,,2005,
전남,해남군,해남관광호텔,,20000223,,,,,,,,,,,해남군 해남읍 남동길 5,40188,,관광호텔업,41,061 5371000,1843,162995.9186,119165.5682,,,신청중,,,,,,,,,,2000,
전남,해남군,아름다운관광호텔,,20010111,20200624,,A50,A50,,,,,,,전라남도 해남군 문내면 명량로 196,40223,,관광호텔업,45,061 5350790,1187.85,137096.7893,122167.3321,3등급,3등급,,,,,,,,,,,2001,
전남,신안군,흑산가족비치호텔,,20001214,,,,,,,,,,,전남 신안군 흑산일주로 180-19,40935,,관광호텔업,53,061 2460090,176270,56247.38819,132926.1464,,,,,,,(재)광주구천주교회유지재단,등급없음,미대상,지하1층~지상5층,842,"식당,노래방,휴게음식점",2000,
경북,포항시,선프린스관광 호텔,,19871106,20150902,A40,A40,,,,,,,,경상북도 포항시 북구 중앙동 17,41020,2등급,관광호텔업,30,054 2422800,0,413376.8946,284542.8903,2등급,,,,,,,,,,,,1987,
경북,포항시,갤럭시관광호텔,,19971216,.,A30,A30,A30,A30,,,,,,경상북도 포항시 북구 두호동 664,41357,1등급,관광호텔업,39,054 2519988,1554.52,414168.1389,286700.1742,1등급,1등급,1등급,,,,,,,,,,1997,
경북,경주시,콩코드호텔,,19790314,20160923,A10,A10,,,,,,,,경상북도 경주시 신평동 410,41662,특1등급,관광호텔업,284,054 7457000,23213.7,406283.8717,262954.6335,특1등급,,,,,,,,,,,,1979,
경북,경주시,경주온천관광호텔,,19791024,,A30,A30,,A30,,,,,,경상북도 경주시 구정동 145-1,42252,1등급,관광호텔업,104,054 7466661,2162.32,407971.1171,255902.3522,1등급,,1등급,,,등급없음,주식회사 중원미디어,등급없음,-,지하1~지상5,16985.9,"사우나, 커피숍, 스낵코너, 레스토랑, 급식소 등",1979,
경북,김천시,㈜김천그랜드호텔,,19911015,,A30,A30,,A30,A30,,,,,경상북도 김천시 송설로 146,42382,1등급,관광호텔업,65,054 4339001,2316.6,298979.9997,291987.0255,1등급,,1등급,1등급,,등급없음,이이웅,등급없음,,지하2층~지상8층,10910,,1991,
경북,구미시,리오관광호텔,,20030730,20141110,,,,,,,,,,경상북도 구미시 문화로 12-2,42776,,관광호텔업,50,054 4610022,5403.71,324107.0901,290815.5631,,,,,,,,,,,,,2003,
경북,구미시,구미관광호텔,,20030819,20140618,A30,A30,,,,,,,,경상북도 구미시 오산로 217-16,42819,1등급,관광호텔업,46,054 4512000,1830.93,320656.0968,292532.6943,1등급,,,,,,,,,,,,2003,
경북,구미시,구미 LORD관광호텔,,20030730,,,,,,,,,,,경상북도 구미시 송원서로 4길 33,42946,,관광호텔업,32,054 614 3600,1054.32,321250.0043,292240.5894,,,등급보류,,,,,,,,,,2003,
경북,구미시,금오관광호텔,,20030730,,,,,,,,,,,경상북도 구미시 문화로 12-2,42995,,관광호텔업,38,054 4513700,1623.18,319897.0502,292858.8008,,,,,,,,,,,,,2003,
경북,구미시,킴스관광호텔,,20041130,,A50,A50,,,,,,,,경상북도 구미시 인동중앙로 3길 20,43136,3등급,관광호텔업,42,054 476 9994,1697.68,327746.5502,290674.1118,3등급,,,,,,,,,,,,2004,
경북,상주시,상주관광호텔,,20040614,20180711,A40,A40,,,,,,,,경상북도 상주시 서성2길 12,43756,2등급,관광호텔업,30,054 530 5000,998.97,303935.5413,324627.375,2등급,,등급미정,,,,,,,,,,2004,
경북,영양군,영양관광호텔,,20131203,,,,,,,,,,,경상북도 영양군 입암면 신구리 101-2,44299,,관광호텔업,0,,2373.24,386104.5627,347117.2883,,,등급없음,,,,,,,,,,2013,
경북,영덕군,동해해상관광호텔,,19950516,20031022,,,,,,,,,,경상북도 영덕군 강구면 삼사길 108-10,44377,,관광호텔업,55,054 7332222,1824,413909.4613,318668.1038,,,등급심사중,,,등급없음,박순우,기간만료(등급평가미신청),,지상2~지상10층,3140.94,식당,1995,
경북,영덕군,동해비치관광호텔,,20050724,20150600,A50,A50,,,,,,,,경상북도 영덕군 남정면 동해대로 4162,44391,3등급,관광호텔업,44,054 7345400,731,413533.7454,317043.3229,3등급,,,,,,,,,,,,2005,
경북,영덕군,동해해상관광호텔,,20031023,,,,,,,,,,,경상북도 영덕군 강구면 삼사길 108-10,44414,,관광호텔업,55,054 7335445,1932.89,413909.4613,318668.1038,,,등급심사중,,,등급없음,박순우,기간만료(등급평가미신청),,지상2~지상10층,3140.94,식당,2003,
경북,울진군,SE&B 백암관광호텔,,19830930,20110512,A30,A30,,A30,A30,,,,,경상북도 울진군 온정면 온천로 84,45030,1등급,관광호텔업,127,054 7873500,0,408835.0601,360261.2355,1등급,,1등급,1등급,,등급없음,정희영,등급없음,,"8(지하1층, 지상7층)",12081.29,휴게실등,1983,
경북,울릉군,울릉마리나관광호텔,,20020111,,A50,A50,,,,,,,,경상북도 울릉군 울릉읍 사동리 97-9,45132,3등급,관광호텔업,30,054 7910020,923,544025.9858,449794.9358,3등급,,,,,,,,,,,,2002,
경남,통영시,통영한산마리나호텔,,20150810,,,,,A30,A30,A30,,,,경상남도 통영시 산양읍 삼칭이해안길 826,45800,,관광호텔업,31,556483332,1107.68,331245,146104,,,3성급,3성급,3성급,기간만료,㈜한어울,-,-,"2층(지하1층 ~지상2층),18개동",1690.35,"일반음식점, 요트계류장",2015,
경남,통영시,통영시티호스텔,,20130221,,,,,,,,,,,경상남도 통영시 항남동 184-3번지,45826,,관광호텔업,17,,498.31,330078.6838,150156.9052,,,,,,,,,,,,,2013,
경남,통영시,비지니스호텔,,20130125,,,,A50,A50,A50,,,,,경상남도 통영시 통영해안로 575,45878,,관광호텔업,30,055 642 8877,1284,331582.0418,151788.8192,,1성급,1성급,1성급,,기간만료,㈜상업,-,-,4층(지하1층~ 지상4층),1284.7,연회장,2013,
경남,김해시,와우(WOW) 관광호텔,,20040220,,A50,,A50,A50,A50,,,,,경상남도 김해시 진영읍 김해대로 780,46237,3등급,관광호텔업,30,055 3440016,1115.36,360839.2688,201073.1496,,1성급,1성급,1성급,,,,,,,,,2004,
경남,거제시,베니키아호텔거제,,20120706,,A30,A30,,A30,,,,,,경상남도 거제시 성산로 78-16,47081,1등급,관광호텔업,70,055 991 1000,2185.84,355114.9741,157370.8847,1등급,,1등급,,,,,,,,,,2012,
경남,양산시,통도자연관광호텔,,20030719,20210129,A30,A30,,,,,,,,경상남도 양산시 하북면 신평강변8길 11,47186,1등급,관광호텔업,41,055 3811010,4169.71,388965.7543,223508.7568,1등급,,,,,,,,,,,,2003,
경남,양산시,브라운도트호텔,,20200915,,,,,,,,,,,경상남도 양산시 삼호로 197-16,47202,,관광호텔업,42,055 785 0027,499.3999939,396927.7997,214936.9141,,,,,,,강광철,,등급 결정 전,9,1799.4,"일반음식점, 회의실 등",2020,
경남,창녕군,부곡하와이관광호텔,,20000410,20170726,A30,A30,A30,A30,,,,,,경상남도 창녕군 부곡면 거문리 195-7,47510,1등급,관광호텔업,182,055 5366331,40445,344551.4427,216592.1375,1등급,3성급,3성급,,,,,,,,,,2000,
경남,창녕군,호텔레인보우,,19831124,,A30,A30,A50,A40,A40,,,,,경상남도 창녕군 부곡면 거문리 221-1,47542,1등급,관광호텔업,63,055 5215777,3608.24,344135.3058,216748.7764,1등급,3등급,2등급,2등급,,,,,,,,,1983,
경기,화성시,스카이호텔,,20101101,,,,,,,,,,,경기도 화성시 역골로 3-20,48509,,관광호텔업,44,031 355 2030,1795.83,184660.9343,410940.0243,,,-,,,등급보류,김진수,등급보류(평가중),2019.11.6,"지하2층~지상5,6,7층",6174.32,식당,2010,
경기,화성시,하와이호텔,,20100519,,,,,,,,,,,화성시 남양읍 역골로 9-13,48573,,관광호텔업,38,,1704.11,184657.4349,410971.3212,,,-,,,,,,,,,,2010,
경남,창원시,사보이관광호텔(주) 이삼,,19901011,,A30,,A50,A50,A50,A50,,,,경상남도 창원시 마산합포구 산호동 8-2번지,49454,1등급,관광호텔업,59,055 247 4455,2715.19,344314.9662,192460.8733,,3등급,3등급,3등급,1성급,1성,홍종대,1,18.05.30,지하2층~지상10층,11856.78,"레스토랑, 커피숍, 연회장, 웨딩홀, 사우나",1990,
경남,창원시,그린준관광호텔,,20000328,,A50,,,A50,A50,A50,,,,경상남도 창원시 진해구 용원동 532-3번지,49746,3등급,관광호텔업,35,055552 9001,995.12,364566.1296,180578.1108,,,1성급,1성급,1성급,,,,,,,,2000,
경남,창원시,드래곤관광호텔,,20141002,,A30,,,,,,,,,경상남도 창원시 의창구 팔용동 34-1번지,49897,1등급,관광호텔업,60,,2340.32,349240.0227,194378.767,,,,,,,,,,,,,2014,
경남,창원시,아몬드관광호텔,2성,20000420,,,,,,,A50,,,,창원시 마산합포구 월영동11길 19,50115,,관광호텔업,50,055 2411230,2803.52,342490.6689,187953.4011,,,,,1성급,1성,최정원,1,18.04.10,지하2층~지상7층,2803.52,조식식당,2000,
경남,창원시,주식회사 캔버라관광,,19930104,20190321,A30,,,,,,,,,경상남도 창원시 성산구 중앙동 97-6번지 캔버라타운 8층,50643,1등급,관광호텔업,89,055 2685000,5045,352595.8407,192615.576,,,,,,,,,,,,,1993,
충북,청주시,(주)리호관광호텔,,19900714,20170201,A30,A30,A50,A50,,,,,,충청북도 청주시 흥덕구 비하동 35-7번지,51439,1등급,관광호텔업,26,043233 8800,1464.24,238091.0462,347483.1983,1등급,3등급,3등급,,,,,,,,,,1990,
충북,청주시,(주)청주로얄관광호텔((구)명암파크관광호텔),,19910508,20150805,A30,A30,,,,,,,,충청북도 청주시 상당구 서문동 227-22번지,51768,1등급,관광호텔업,47,043 2211300,1620.44,243286.7002,348275.7619,1등급,,,,,,,,,,,,1991,
제주,제주시,호텔 밀라노크라운,,19891128,20170504,A30,A30,A30,,,,,,,제주특별자치도 제주시 노연로 103,51835,1등급,관광호텔업,72,064 7467800,4028,152668.4627,-1011.431343,1등급,1등급,,,,,,,,,,,1989,
제주,제주시,아이웰호텔(IWELL),,19890331,20200131,,,,,,,,,,제주시 연동 253-41,51850,,관광호텔업,47,064 7441601,2269.57,152314.3853,-1066.45759,,,,,,,,,,,,,1989,
제주,제주시,귀빈파크관광호텔,,19890417,20141208,,,,,,,,,,제주특별자치도 제주시 원노형9길 34,51853,,관광호텔업,56,064 7435530,2453.95,152145.5792,-992.0187764,,,,,,,,,,,,,1989,
제주,제주시,뉴크라운관광호텔,,19880104,20170807,A20,A20,A20,A20,,,,,,제주특별자치도 제주시 신광로 87,51889,특2등급,관광호텔업,129,064 7421001,10127.83,152551.3922,-1220.123178,특2등급,특2등급,특2급,,,,,,,,,,1988,
제주,제주시,아로마관광호텔,,19880208,20150515,A30,A30,,,,,,,,제주특별자치도 제주시 신대로18길 45,51906,1등급,관광호텔업,86,064 7438000,2179,152644.6163,-1208.674859,1등급,,,,,,,,,,,,1988,
제주,제주시,(주)은종 그레이스관광호텔,,19881112,20170609,,A50,A50,A50,,,,,,제주특별자치도 제주시 삼무로 18,52025,,관광호텔업,61,064 7420066,4458.58,152404.1434,-637.9589817,3등급,3등급,3급,,,,,,,,,,1988,
제주,제주시,제주아일랜드호텔리조트,,19880812,20160215,,,,,,,,,,제주특별자치도 제주시 애월읍 평화로 2477,52037,,관광호텔업,101,064 7993111,8684.23,145638.6679,-6986.347107,,,휴업,,,미등급,㈜제주아일랜드 호텔리조트,미등급,,지하2~지상7,3287,,1988,
제주,제주시,이바사호텔,,20140319,,,A30,A30,A30,A30,,,,,제주특별자치도 제주시 노연로 24,52191,,관광호텔업,130,064 747 0771,4444.65,151838.4194,-1048.583165,1등급,1등급,1급,1급,,미등급,㈜예승,미등급,,지상14~지하1,5963.13,,2014,
제주,제주시,Best One 관광호텔,,20170111,,,,,,,,,,,제주시 조천읍 신북로 443,52194,,관광호텔업,90,064 783 8899,3753.61,168078.1061,5350.074061,,,,,,미등급,㈜늘푸름개발,미등급,,지하1~지상4,4085.65,"휴게음식점, 일반음식점, 비즈니스센터",2017,
제주,제주시,제니아관광호텔,,20150324,,,,A30,A30,A30,,,,,제주특별자치도 제주시 은남1길 25,52216,,관광호텔업,67,064 7979000,4058.29,152815.9918,-696.2268443,,1등급,1급,1급,,미등급,"김길철, 오정향",미등급,,지상9~지하2,4058.29,,2015,
제주,제주시,에뜨왈관광호텔,,20030208,,,,,,,,,,,제주특별자치도 제주시 애월읍 중엄3길 50,52282,,관광호텔업,30,064 7122266,1728.39,141519.7624,-1882.070292,,,무등급,,,미등급,이정윤,미등급,,지상4~지하1,1748.55,,2003,
제주,제주시,다이아나호텔,,20141210,,,A40,A40,A40,A40,,,,,제주특별자치도 제주시 임항로 249,52382,,관광호텔업,92,064 750 8988,2951.62,157148.0397,2469.729465,2등급,2등급,2급,2급,,미등급,㈜미륭,미등급,,지상9~지하1,3062.11,,2014,
제주,제주시,오라관광호텔,,20140630,,,A40,A40,A40,A40,,,,,제주특별자치도 제주시 연북로 217,52386,,관광호텔업,61,064713 6260,1925.86,153911.7008,-1495.577905,2등급,2등급,2급,2급,,미등급,오라관광호텔㈜,미등급,,지상4~지하1,2385.58,,2014,
제주,제주시,뉴아일랜드 관광호텔,,19920720,,,A30,A30,A30,A30,,,,,제주특별자치도 제주시 연동6길 17,52432,,관광호텔업,100,064 7121300,6625.26,152469.1634,-1223.964553,1등급,1등급,1급,1급,,미등급,강숙자,미등급,,지상7~지하2,6625.06,,1992,
제주,제주시,호텔루트,,20130819,,,,,,,,,,,제주특별자치도 제주시 고마로15길33,52434,,관광호텔업,77,064 7558813,2454.28,157458.9726,1480.797197,,,무등급,,,미등급,(주)에스에듀,미등급,,지상5~지하1,3024.7,,2013,
제주,제주시,골든파크관광호텔,,19870428,,,A50,A50,A50,A50,,,,,제주특별자치도 제주시 서광로2길 9,52443,,관광호텔업,38,064 7525820,1155.76,154669.0341,419.5002843,3등급,3등급,3급,3급,,미등급,전영순,미등급,,지상5~지하1,1313.61,,1987,
제주,제주시,금륭관광호텔,,20011023,,,,,,,,,,,제주특별자치도 제주시 삼무로 79,52472,,관광호텔업,70,064 7121600,360.72,153010.415,-597.9652483,,,무등급,,,미등급,㈜덕은,미등급,,지상10~지하1,5275.12,,2001,
제주,제주시,스카이힐비즈니스 관광호텔,,20160608,,,,,,,,,,,제주시 서광로24길 1,52487,,관광호텔업,78,064 751 5177,2713.8,155626.2539,440.1323743,,,,,,미등급,㈜올레관광개발,미등급,,지하1~지상14,2713.83,,2016,
제주,제주시,뉴베니키아호텔제주,,20141224,,,,A50,A50,A50,,,,,제주특별자치도 제주시 애월읍 애월해안로 554-10,52489,,관광호텔업,88,064 7999981,3692.19,140700.6241,-1934.716371,,3등급,3급,3급,,미등급,고용관,미등급,,지상4~지하2,3692.19,"일반음식점, 회의실, 매점",2014,
제주,제주시,㈜지앤엘 더호텔 제주,,19820326,,A10,A10,A10,A10,A10,A10,,,,제주특별자치도 제주시 삼무로 67,52635,특1등급,관광호텔업,202,064 7418000,13696.07,152899.0596,-582.2226852,특1등급,특1등급,특1급,특1급,특1등급,미등급,㈜지앤엘,미등급,,지하2~지상9,24127.93,"한식,중식,뷔페(양식,경양식),휘트니스클럽(요가룸포함), 남녀사우나, Bar, 세미나실, 실내 골프연습장, 노래연습장, 피부관리실, 연회장, 비지니스센터",1982,
제주,제주시,슬림관광호텔,,20160422,,,,,,,,,,,제주시 이도이동 1776-31,52711,,관광호텔업,42,,1344.94,156039.9326,518.861879,,,,,,미등급,황다영,미등급,,지하1~지상10,1344.94,,2016,
제주,제주시,제주인관광호텔,,20151012,,,,,A30,A30,A30,,,,제주특별자치도 제주시 신산마을길 20,52718,,관광호텔업,79,064 7541110,4637.45,148421.1915,-360.3100521,,,3성,3성,3성급,미등급,㈜제주인,미등급,,지상4~지하1,4637.49,,2015,
제주,제주시,해호텔,,20140116,,,A50,A50,A50,A50,,,,,제주특별자치도 제주시 서해안로 526,52737,,관광호텔업,32,064742 5356,1104.75,153027.7379,2704.450157,3등급,3등급,3급,3급,,미등급,전순자,미등급,,지상4~지하1,1230.74,,2014,
제주,제주시,하이트관광호텔,,20040601,,,,,,,,,,,제주특별자치도 제주시 동광로 45,52745,,관광호텔업,40,064 7251552,1765,156581.7629,832.3397068,,,무등급,,,미등급,㈜제이,미등급,,지상7~지하1,2047.6,,2004,
제주,제주시,HOTEL LEO,,20140905,,,A20,A20,A20,A20,,,,,제주특별자치도 제주시 삼무로 14,52805,,관광호텔업,86,064 7488660,4539.61,152365.545,-622.34,특2등급,특2등급,특2급,특2급,,미등급,㈜의인,미등급,,지상13~지하1,5191.26,,2014,
제주,제주시,호텔오슬로,,20131231,,,A40,A40,A40,A40,,,,,제주특별자치도 제주시 서해안로 442-9,52811,,관광호텔업,31,064 7122377,1506.54,152352.977,2438.445038,2등급,2등급,2급,2급,,미등급,(주)오슬로,미등급,,지상4~지하1,2490.51,,2013,
제주,제주시,펄관광호텔,,19880802,,A30,A30,A30,A30,A30,,,,,제주특별자치도 제주시 신대로20길 49,52842,1등급,관광호텔업,88,064 7428871,6181.95,152621.3174,-1311.867102,1등급,1등급,1급,1급,,미등급,"강성이, 김석환",미등급,,지상5~지하2,6245.39,,1988,
제주,제주시,제주해마관광호텔,,20150508,,,,A30,A30,A30,,,,,제주특별자치도 제주시 삼무로 28,52851,,관광호텔업,89,064786 6000,3086.77,152486.7595,-626.7774283,,1등급,1급,1급,,미등급,뤼이에플로라호텔해마(주),미등급,,지상15~지하1,3607.66,,2015,
제주,제주시,관광호텔 더레드,,20141020,,A40,A40,A40,,,,,,,제주특별자치도 제주시 동광로6길 10,52854,2등급,관광호텔업,59,064  7257252,2705.87,156426.297,609.2754867,2등급,2등급,,,,미등급,임성만,미등급,,지상8~지하1,2705.87,,2014,
제주,제주시,에스호텔,,20150710,,,,A20,A20,A20,,,,,제주특별자치도 제주시 오일장중길 26,52899,,관광호텔업,88,064749 9928,4545.26,150806.6927,13.79107724,,특2등급,특2급,특2급,,미등급,에스호텔㈜,미등급,,지상4~지하1,4545.26,"레스토랑,커피숍,대연회장,소회의실,수영장",2015,
제주,제주시,호텔 컬리넌,,20140428,,,A40,A40,A40,A40,,,,,제주특별자치도 제주시 사장1길 26,52904,,관광호텔업,59,064 743 6500,2095.06,152789.3731,-1105.768634,2등급,2등급,2급,2급,,미등급,㈜대한에프에스,미등급,,지상10~지하1,2305.94,,2014,
제주,서귀포시,호텔 아루미,,20190327,,,,,,,,,,,서귀포시 색달중앙로 38,52983,,관광호텔업,78,,3440.69,145317.3727,-26223.01598,,,,,,3,(유)다올,3,2019.07.24.,지하1층~지상4층,3440.69,"조식당, 사무실, 회의실&세미나실, 소매점, 일반음식점",2019,
제주,서귀포시,호텔빠레브 주식회사,,20131224,,,A10,A10,A10,,,,,,제주특별자치도 서귀포시 김정문화로 15,53023,,관광호텔업,204,064 735 8899,12783.89,153950.4707,-26946.51205,특1등급,특1등급,특1급,,,4,호텔빠레브 주식회사,4,2019.05.26.,"지하2층, 지상9층",14258.39,,2013,
제주,서귀포시,파인힐호텔,,20020321,,A30,A30,,A40,A40,A40,,,,제주특별자치도 서귀포시 부두로 44,53036,1등급,관광호텔업,55,064 762 5988,1859.46,159326.3773,-28205.26984,1등급,,2성,2성,2성급,2,허순화,2,2016.10.09.,"지하1층, 지상3층",1950.51,커피숍,2002,
제주,서귀포시,호텔 익스프레스 관광호텔,,20140211,,,,,,,,,,,제주특별자치도 서귀포시 중문관광로 23-1,53075,,관광호텔업,51,064 738 8981,2976.01,145446.3627,-26536.23135,,,무등급,,,등급없음,㈜호텔익스프레스,등급없음,,"지하1층, 지상4층",3078.15,,2014,
제주,서귀포시,호텔신라 제주 신라,,19900630,,A10,A10,A10,A10,A10,A10,,,,제주특별자치도 서귀포시 중문관광로72번길 75,53104,특1등급,관광호텔업,429,064 7384466,42664,144749.0699,-27489.03466,특1등급,특1등급,특1급,5성,5성급,5,㈜호텔신라,5,2017.06.30,"지하2층, 지상5층",56489.71,"수영장, 음식점, 체온관리실, 무대  등",1990,
제주,서귀포시,제주신화월드 호텔 앤 리조트,,20171031,,,,,,A10,A10,,,,서귀포시 안덕면 신화역사로304번길 38,53135,,관광호텔업,1326,064 908 3324,218353.98,136356.9423,-20780.80749,,,,5성,5성급,등급없음,람정제주개발㈜,등급없음,,"지하2~지상5층 1동, 지상1층 2동",188936.71,음식점 등 총63개소,2017,
제주,서귀포시,㈜호텔롯데 롯데호텔 제주,,20000324,.,A10,A10,A10,A10,A10,A10,,,,제주특별자치도 서귀포시 중문관광로72번길 35,53168,특1등급,관광호텔업,500,064 731 1000,37742.63,144978.7852,-27367.54186,특1등급,특1등급,5성,5성,5성급,5,㈜호텔롯데,5,2016.05.09.,"지하7층,지상7층",86400.93,"수영장, 음식점, 회의실, 키즈카페 등",2000,
제주,서귀포시,썬비치호텔,,20021224,,,A40,A40,A40,A40,,,,,제주특별자치도 서귀포시 태평로 363,53198,,관광호텔업,134,064 732 5678,6137,158946.805,-27662.45396,2등급,2등급,2급,2급,,등급없음,㈜와이시너지,등급없음,,"지하3층,지상6층",12136,,2002,
제주,서귀포시,더코브호텔,,19860930,,,A30,A30,A40,A40,,,,,제주특별자치도 서귀포시 예래해안로 15,53246,,관광호텔업,41,064 7332121,5222.37,158742.7991,-27597.11583,1등급,1등급,2급,2급,,등급없음,주식회사 호텔일구칠사,등급없음,,"지하3층,지상9층",7220.2,,1986,
제주,서귀포시,오션블루호텔,,20160328,,,,,,,,,,,서귀포시 이어도로 67,53254,,관광호텔업,30,064 722 9991,1530.99,146835.0977,-28417.89337,,,신규기한초과,,,등급없음,탁규민,등급없음,,지하2~지상4층,1530.99,,2016,
제주,서귀포시,플레이스,,20170307,,,,,,A20,A20,,,,서귀포시 성산읍 동류암로 20,53256,,관광호텔업,235,064 766 3041,6678.1,192370.3553,-5142.337805,,,,4성,4성급,4,플레이스포㈜,4,2017.11.30.,"지하2층, 지상4층",7260.76,"휴게음식점, 제과점, 일반음식점, 도소매점, 연회장",2017,
제주,서귀포시,㈜교원 스위트호텔 제주,,20021104,.,A10,A10,A10,A10,,A10,,,,제주특별자치도 서귀포시 중문관광로72번길 67,53265,특1등급,관광호텔업,90,064 738 3800,6853.65,144774.6032,-27248.60595,특1등급,특1등급,특1급,,5성급,5,㈜교원,5,2018.07..01.,"지하1층,지상3층",8197.43,"어린이휴게시설, 소연회장, 휘트니스센터, 휴게실",2002,
제주,서귀포시,호텔 크리스탈,,20020628,.,A40,A40,A40,A40,A40,,,,,제주특별자치도 서귀포시 중정로 16,53302,2등급,관광호텔업,72,064 7328311,3363.51,158745.7973,-27539.20474,2등급,2등급,2급,2급,,등급없음,㈜호텔크리스탈,등급없음,,"지하2층,지상6층",3647.35,,2002,
제주,서귀포시,파크선샤인제주관광호텔,,20150713,,,,A20,A20,A20,,,,,제주특별자치도 서귀포시 남성중로 135,53310,,관광호텔업,105,064 766 1050,5718.29,158316.7651,-27953.82209,,특2등급,특2급,특2급,,3,㈜선샤인,3,2019.07.24.,지하1~지상4층,5718.29,,2015,
제주,서귀포시,부영CC관광호텔,,20090721,,,A50,A50,A50,,A50,,,,제주특별자치도 서귀포시 남원읍 남조로 960,53363,,관광호텔업,74,064 766 5700,5811.72,173112.9434,-15205.77642,3등급,3등급,3급,,1성급,1,㈜부영CC,1,2018.09.30.,"지하1층, 지상3층",5811.72,,2009,
제주,서귀포시,호텔 캘리포니아,,20140429,,,A40,A40,A40,,,,,,제주특별자치도 서귀포시 김정문화로 27번길 14-4,53378,,관광호텔업,64,064 738 9902,2684.17,154110.8499,-26902.26942,2등급,2등급,2급,,,등급없음,㈜캘리포니아,등급없음,,"지하1층, 지상9층",2684.17,,2014,
제주,서귀포시,블루마운틴관광호텔,,20150910,,,,A30,A30,A30,,,,,제주특별자치도 서귀포시 성산읍 일출로 297,53380,,관광호텔업,38,064 731 8888,1684.98,193819.6699,-3619.060184,,1등급,1급,1급,,3,㈜청산,3,2019.05.23.,지하1~지상5층,1684.98,,2015,
제주,서귀포시,일출봉관광호텔,,19940430,20171205,,,A50,A50,,,,,,제주특별자치도 서귀포시 성산읍 한도로 244,53500,,관광호텔업,57,064 7828801,1363.3,193740.5271,-3353.075734,,3등급,3급,,,,,,,,,,1994,
제주,서귀포시,켄싱턴 제주호텔,,20140408,20190624,,A10,A10,A10,,A10,,,,제주특별자치도 서귀포시 중문관공로 72번길 60,53536,,관광호텔업,198,064 735 8900,31750.48,144751.8875,-26916.30622,특1등급,특1등급,특1급,,5성급,5,㈜신세계조선호텔,등급없음,,지하1층~지상5층,12741.05,,2014,
제주,서귀포시,서귀포파크,,19711008,20160721,,,,,,,,,,제주특별자치도 서귀포시 천지연로41번길 41,53549,,관광호텔업,66,064 7622161,5568.6,159278.6599,-28323.21701,,,,,,,,,,,,,1971,
제주,서귀포시,하얏트리젠시 제주,,19850204,20200506,A10,A10,A10,A10,A10,A10,,,,제주특별자치도 서귀포시 중문관광로72번길 114,53609,특1등급,관광호텔업,224,064 7358592,9132,144526.9801,-27679.22103,특1등급,특1등급,특1급,5성,5성급,5,㈜아주호텔제주,5,2017.06.30.,"지하4층,지상8층",28015.34,"수영장, 음식점 , 회의실 등",1985,
제주,서귀포시,호텔하나,,19930716,.,A20,A20,A20,A20,,,,,,제주특별자치도 서귀포시 중문관광로 72번길 53,53646,특2등급,관광호텔업,85,064 7387001,2957.55,144771.3181,-27189.34961,특2등급,특2등급,특2급,,,3,㈜호텔하나,3,2019.07.24.,"지하1층,지상3층",5690.34,,1993,