NO,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,Latitude,Longitude,전화번호,홈페이지
483,한국관광공사,관광호텔업,2성,2019-04-24,서울특별시,호텔 부티크 9,91,서울특별시 동대문구 왕산로 28  (신설동),37.577191,127.0390437,02-925-0720,http://www.boutique9.co.kr
484,한국관광공사,관광호텔업,2성,2019-04-24,서울특별시,호텔 세느,40,서울특별시 강남구 논현로 533  (역삼동),37.5009452,127.0361278,02-2051-0551,http://www.hotelsenne.co.kr
485,한국관광공사,관광호텔업,2성,2019-04-24,서울특별시,에스알 호텔 사당점,63,서울특별시 동작구 동작대로1길 15  (사당동),37.4770899,126.9804163,02-588-2000,http://www.karashy.net
490,한국관광공사,관광호텔업,3성,2019-04-17,서울특별시,호텔 선샤인,110,서울특별시 강남구 도산대로 205  (신사동),37.5202715,127.0288243,02-545-1500,http://www.hotelsunshine.co.kr/seoul
491,한국관광공사,관광호텔업,3성,2019-04-17,서울특별시,신라스테이 마포,382,서울특별시 마포구 마포대로 83  (도화동),37.5367676,126.9485265,02-6979-9000,http://www.shillastay.com/mapo/index.do
494,한국관광공사,관광호텔업,2성,2019-04-12,서울특별시,토요코인 서울동대문2,207,서울특별시 중구 퇴계로 325  (광희동2가),37.563762,127.0085234,02-2272-1045,https://www.toyoko-inn.com/korea/search/detail/00291/service/
495,한국관광공사,관광호텔업,3성,2019-04-11,서울특별시,롯데시티호텔 마포,284,"서울특별시 마포구 마포대로 109  (공덕동, 롯데캐슬프레지던트)",37.5448703,126.9507228,02-6005-1758,https://www.lottehotel.com/mapo-city/ko.html
499,한국관광공사,관광호텔업,3성,2019-04-05,서울특별시,호텔 크레센도 서울 (구. 알코브 호텔 서울),108,서울특별시 강남구 봉은사로 428  (삼성동),37.5107119,127.046922,02-6230-8805,http://www.thealcovehotel.co.kr/
500,한국관광공사,관광호텔업,1성,2019-04-04,서울특별시,칸 호텔,59,서울특별시 영등포구 버드나루로 74  (영등포동7가),37.5246308,126.9059943,02-2679-1900,http://www.hotelkhan.co.kr
502,한국관광공사,관광호텔업,4성,2019-04-03,서울특별시,포포인츠 바이 쉐라톤 서울역,342,서울특별시 용산구 한강대로 366  (동자동),37.5523409,126.972128,02-6070-7000,http://www.marriott.com/selfp
503,한국관광공사,관광호텔업,3성,2019-04-03,서울특별시,스테이비 명동 호텔,97,서울특별시 중구 충무로 23-1  (충무로3가),37.5632511,126.9927932,02-2277-6300,https://www.staybhotel.com/
505,한국관광공사,관광호텔업,3성,2019-04-02,서울특별시,베이튼호텔,161,서울특별시 중구 동호로 346  (오장동),37.5651164,127.0026747,02-2269-2550,https://www.baitonseoul.com/ko-kr
509,한국관광공사,관광호텔업,1성,2019-03-28,서울특별시,베니키아 노블레스 호텔,42,서울특별시 강남구 테헤란로25길 6-13  (역삼동),37.5013577,127.0357776,02-558-1202,
510,한국관광공사,관광호텔업,3성,2019-03-28,서울특별시,보리 호텔,46,서울특별시 강남구 역삼로 160  (역삼동),37.4947898,127.0366468,02-553-5551,http://www.boreehotel.com
514,한국관광공사,관광호텔업,1성,2019-03-21,서울특별시,SM 부티크호텔,34,서울특별시 동대문구 천호대로 291-1  (답십리동),37.5757457,127.0650734,02-2241-8501,
522,한국관광공사,관광호텔업,3성,2019-03-12,서울특별시,ENA스위트호텔,182,서울특별시 중구 세종대로11길 36  (서소문동),37.5622611,126.9738734,02-6020-7000,http://www.enahotel.co.kr
523,한국관광공사,관광호텔업,5성,2019-03-12,서울특별시,"비스타 워커힐 서울 (구, W 서울 워커힐)",250,서울특별시 광진구 워커힐로 177  (광장동),37.5557741,127.1109118,02-450-4425,https://www.walkerhill.com/
525,한국관광공사,관광호텔업,1성,2019-03-12,서울특별시,호텔 디아망,50,서울특별시 강서구 남부순환로 190  (외발산동),37.5519554,126.8231549,02-2666-0158,http://www.hoteldiamant.co.kr
528,한국관광공사,관광호텔업,2성,2019-03-06,서울특별시,센트럴 관광 호텔,78,서울특별시 종로구 청계천로 137  (장사동),37.5691896,126.9939227,02-6365-6500,http://seoulcentralhotel.com
529,한국관광공사,관광호텔업,1성,2019-03-06,서울특별시,시안호텔,49,서울특별시 은평구 진흥로 169  (대조동),37.612362,126.9214293,02-356-7615,
532,한국관광공사,관광호텔업,3성,2019-03-06,서울특별시,호텔 스카이파크 센트럴 명동점,312,서울특별시 중구 명동9길 16,37.5646118,126.9852283,02-752-0022,http://www.skyparkhotel.com
537,한국관광공사,관광호텔업,3성,2019-03-04,서울특별시,호텔 그레이스리 서울,336,서울특별시 중구 세종대로12길 12  (남대문로4가),37.5616474,126.9767544,02-6936-0100,https://gracery.com/seoul
538,한국관광공사,관광호텔업,3성,2019-02-26,서울특별시,아리랑힐 호텔 동대문 (구. 베스트웨스턴 아리랑힐 동대문),190,서울특별시 성북구 아리랑로 8  (동선동4가),37.5935329,127.0165972,02-925-7000,http://www.hotelahill.com
542,한국관광공사,관광호텔업,3성,2019-02-21,서울특별시,베니키아 프리미어 호텔 베르누이,420,서울특별시 구로구 경인로 229  (오류동),37.4975146,126.8461634,02-2683-9000,http://www.hotelbernoui.com/kr/
545,한국관광공사,관광호텔업,2성,2019-02-15,서울특별시,플로라 호텔 신신,75,서울특별시 중구 남대문로5길 17-5  (북창동),37.5630529,126.9776952,02-2019-1000,http://www.hotel-shinshin.com/
546,한국관광공사,관광호텔업,1성,2019-02-14,서울특별시,호텔 ITW,71,서울특별시 용산구 우사단로14길 11  (이태원동),37.534102,126.997323,02-796-6100,http://itwhotel.co.kr
547,한국관광공사,관광호텔업,2성,2019-02-11,서울특별시,라비타 호텔,57,서울특별시 강남구 영동대로 712  (청담동),37.5214311,127.0568113,02-545-0015,http://lavitahotelseoul.com
550,한국관광공사,관광호텔업,2성,2019-02-01,서울특별시,호텔 크레토 명동,35,서울특별시 중구 명동8가길 53  (충무로2가),37.5619338,126.9880547,02-740-4500,http://www.hotelcreto.com
556,한국관광공사,관광호텔업,4성,2018-12-27,서울특별시,글래드 호텔 여의도,319,서울특별시 영등포구 의사당대로 16  (여의도동),37.5274045,126.9172764,02-6222-5311,http://www.glad-hotels.com
557,한국관광공사,관광호텔업,1성,2018-12-26,서울특별시,제리스 플래닛,42,서울특별시 강남구 강남대로92길 13  (역삼동),37.4990077,127.0285121,02-555-4204,http://www.jerrysplanet.com
558,한국관광공사,관광호텔업,3성,2018-12-18,서울특별시,라마다 서울 동대문,154,서울특별시 중구 동호로 354  (을지로5가),37.5658653,127.0027949,02-2276-3500,http://www.ramadaddm.com
560,한국관광공사,관광호텔업,5성,2018-12-17,서울특별시,"그랜드 워커힐 서울 (구, 쉐라톤 그랜드 워커힐 서울)",790,서울특별시 광진구 워커힐로 177  (광장동),37.5557741,127.1109118,02-450-4425,http://www.walkerhill.co.kr
563,한국관광공사,관광호텔업,5성,2018-12-07,서울특별시,노보텔 앰배서더 서울 동대문,532,서울특별시 중구 을지로 238  (을지로6가),37.5661587,127.0042591,02-3425-8000,https://www.ambatel.com/novotel/dongdaemun/ko/main.do
565,한국관광공사,관광호텔업,3성,2018-12-06,서울특별시,트레블로지 명동 을지로 호텔(구. 홀리데이인 익스프레스 을지로),224,서울특별시 중구 수표로 61  (을지로2가),37.5665795,126.9893117,02-6240-5000,https://www.ihg.com/hotels/kr/ko/seoul/seoex/hoteldetail
566,한국관광공사,관광호텔업,2성,2018-12-05,서울특별시,호텔 디오레,39,서울특별시 마포구 동교로 162-7  (서교동),37.5555353,126.920378,02-332-2333,http://www.the-ore.com
569,한국관광공사,관광호텔업,1성,2018-12-03,서울특별시,호텔 컬리넌 건대 2,56,서울특별시 광진구 동일로 214  (군자동),37.5530066,127.0736292,02-499-1583,http://hdtelcullinan.co.kr/
571,한국관광공사,관광호텔업,2성,2018-11-27,서울특별시,호텔 썬비,42,서울특별시 종로구 인사동7길 26  (관훈동),37.5730378,126.9847563,02-730-3451,http://www.hotelsunbee.com
574,한국관광공사,관광호텔업,2성,2018-11-20,서울특별시,호텔 데님 서울,88,서울특별시 강남구 논현로 66  (개포동),37.4826035,127.0708925,02-2058-1000,http://www.hoteldenim.com
575,한국관광공사,관광호텔업,5성,2018-11-16,서울특별시,메이필드 호텔,239,서울특별시 강서구 방화대로 94,37.5475247,126.8187885,02-2660-9000 ,http://www.mayfield.co.kr
576,한국관광공사,관광호텔업,1성,2018-11-15,서울특별시,호텔케이월드,54,서울특별시 광진구 동일로 90  (자양동),37.5405426,127.0634525,02-465-1141,https://hotelkworld.modoo.at
577,한국관광공사,관광호텔업,3성,2018-11-14,서울특별시,신라스테이 서대문,319,서울특별시 서대문구 충정로 76  (미근동),37.562755,126.9671771,02-2230-0700,http://www.shillastay.com/seodaemun/index.do?lang=ko
578,한국관광공사,관광호텔업,4성,2018-11-08,서울특별시,글래드 호텔 마포,378,서울특별시 마포구 마포대로 92  (도화동),37.5408325,126.9459381,02-2197-5000,http://www.glad-hotels.com
581,한국관광공사,관광호텔업,5성,2018-11-07,서울특별시,임피리얼 팰리스 호텔,405,서울특별시 강남구 언주로 640  (논현동),37.514021,127.0358805,02-3440-8000,http://www.imperialpalace.co.kr
582,한국관광공사,관광호텔업,2성,2018-10-31,서울특별시,호텔 더 디자이너스 프리미어 건대,100,서울특별시 광진구 동일로 172  (화양동),37.5477537,127.0714391,02-463-5678,http://www.designers-1lleven.com
583,한국관광공사,관광호텔업,1성,2018-10-16,서울특별시,호텔 밀하우스,47,서울특별시 서대문구 연세로2나길 5  (창천동),37.556686,126.938374,02-313-7003,
586,한국관광공사,관광호텔업,2성,2018-10-05,서울특별시,호텔 디 아티스트 성신여대점,48,서울특별시 성북구 동소문로 126  (동선동1가),37.592679,127.0173831,02-921-9901,http://www.theartist.kr
589,한국관광공사,관광호텔업,4성,2018-08-30,서울특별시,포포인츠 바이 쉐라톤 서울 강남,199,서울특별시 강남구 도산대로 203  (신사동),37.5201769,127.0285047,02-2160-8905,http://fourpointsseoulgangnam.com
592,한국관광공사,관광호텔업,3성,2018-08-22,서울특별시,알로프트 서울 강남,188,서울특별시 강남구 영동대로 736  (청담동),37.5236033,127.055954,02-510-9700,http://www.aloftseoulgangnam.com
595,한국관광공사,관광호텔업,3성,2018-08-09,서울특별시,스타즈 호텔 명동 2호점,174,서울특별시 중구 수표로 16,37.5625217,126.9906218,02-2260-8000,http://stazhotelmyeongdong2.com/appmain.php
596,한국관광공사,관광호텔업,3성,2018-08-07,서울특별시,스타즈 호텔 명동 1호점,150,서울특별시 중구 충무로9길 20,37.5669714,126.9913032,02-2020-4000,http://stazhotelmyeongdong1.com/appmain.php
597,한국관광공사,관광호텔업,4성,2018-07-21,서울특별시,서울 해밀톤 호텔,166,서울특별시 용산구 이태원로 179  (이태원동),37.5438352,126.994237,02-3786-6303,http://www.hamilton.co.kr
599,한국관광공사,관광호텔업,3성,2018-07-13,서울특별시,이비스 스타일 앰배서더 명동,180,서울특별시 중구 삼일대로 302  (충무로2가),37.5617293,126.9894142,02-6020-8814,https://www.ambatel.com/ibisstyles/myeongdong/ko/main.do
600,한국관광공사,관광호텔업,1성,2018-07-13,서울특별시,호텔 컬리넌 건대,55,서울특별시 광진구 동일로 212  (군자동),37.5480883,127.0743445,02-465-7171,http://hotelcullinan.co.kr/
601,한국관광공사,관광호텔업,3성,2018-07-11,서울특별시,호텔 엠펠리체,115,서울특별시 강서구 마곡동로4길 15  (마곡동),37.559662,126.834739,02-2668-3600,http://www.hotelmfelice.com
604,한국관광공사,관광호텔업,3성,2018-06-08,서울특별시,글래드 강남 코엑스 센터,282,서울특별시 강남구 테헤란로 610  (대치동),37.5087929,127.0645438,02-6474-5000,http://gladgangnamcoex-hotels.com
605,한국관광공사,관광호텔업,4성,2018-06-05,서울특별시,호텔 PJ,272,서울특별시 중구 마른내로 71  (인현동1가),37.5648234,126.9946895,02-2280-7000,http://hotelpj.co.kr
607,한국관광공사,관광호텔업,2성,2018-05-09,서울특별시,인사동 크라운 호텔,83,서울특별시 종로구 삼일대로30길 9  (낙원동),37.5739484,126.9881808,02-3676-8000,http://www.hotelcrown.com
611,한국관광공사,관광호텔업,4성,2018-04-05,서울특별시,더 클래식 500 펜타즈 호텔,84,서울특별시 광진구 능동로 90  (자양동),37.5387765,127.0710831,02-2218-5000,http://www.theclassic500.com
612,한국관광공사,관광호텔업,3성,2018-03-29,서울특별시,아이피 부티크호텔,128,서울특별시 용산구 이태원로 221  (한남동),37.5353039,126.998228,02-3702-8000,http://www.imperialpalaceboutiquehotel.com
613,한국관광공사,관광호텔업,4성,2018-03-29,서울특별시,퍼시픽 호텔,181,서울특별시 중구 퇴계로20길 2  (남산동2가),37.5585004,126.9863224,02-777-7811,http://www.thepacifichotel.co.kr
615,한국관광공사,관광호텔업,4성,2018-03-21,서울특별시,로얄 호텔 서울,310,서울특별시 중구 명동길 61  (명동1가),37.5637484,126.9834301,02-2129-5712,http://www.royal.co.kr
616,한국관광공사,관광호텔업,5성,2018-03-16,서울특별시,노보텔 앰배서더 서울 용산,621,서울특별시 용산구 청파로20길 95  (한강로3가),37.5334607,126.9638079,02-2223-7502,https://novotel.ambatel.com/yongsan
618,한국관광공사,관광호텔업,4성,2018-03-14,서울특별시,프레지던트 호텔,303,서울특별시 중구 을지로 16  (을지로1가),37.5664489,126.9794633,02-753-3131,http://www.hotelpresident.co.kr
620,한국관광공사,관광호텔업,4성,2018-03-02,서울특별시,이비스 스타일 앰배서더 서울 용산,591,서울특별시 용산구 청파로20길 95  (한강로3가),37.5334607,126.9638079,02-2223-7000,
621,한국관광공사,관광호텔업,4성,2018-02-13,서울특별시,노보텔 앰배서더 서울 강남,332,서울특별시 강남구 봉은사로 130  (역삼동),37.5052397,127.0288826,02-567-1101,https://novotel.ambatel.com/gangnam/main.amb
623,한국관광공사,관광호텔업,4성,2018-01-12,서울특별시,더케이호텔서울,252,서울특별시 서초구 바우뫼로12길 70  (양재동),37.4667388,127.0331826,02-571-8100,https://www.thek-hotel.co.kr/skmh/index.do
627,한국관광공사,관광호텔업,2성,2017-12-29,서울특별시,호텔 스카이파크 명동 2호점,132,서울특별시 중구 명동9길 22  (을지로2가),37.5648939,126.9850332,02-6900-9387,http://skyparkhotel.com
629,한국관광공사,관광호텔업,3성,2017-12-21,서울특별시,베스트웨스턴 뉴서울 호텔,184,서울특별시 중구 세종대로22길 16  (태평로1가),37.5679564,126.9780728,02-3701-0426,http://www.bestwesternnewseoul.co.kr
636,한국관광공사,관광호텔업,3성,2017-12-04,서울특별시,베스트웨스턴 프리미어 강남호텔,128,서울특별시 강남구 봉은사로 139  (논현동),37.5111526,127.0256208,02-6474-1530,http://www.bestwesterngangnam.com
637,한국관광공사,관광호텔업,4성,2017-11-29,서울특별시,코리아나 호텔,337,서울특별시 중구 세종대로 135  (태평로1가),37.5681867,126.9765134,02-2171-7886,http://www.koreanahotel.com
639,한국관광공사,관광호텔업,2성,2017-11-20,서울특별시,킴스 관광호텔,51,서울특별시 종로구 평창문화로 136  (평창동),37.6094462,126.975163,02-379-0520,http://kimshotel.co.kr/
643,한국관광공사,관광호텔업,4성,2017-11-15,서울특별시,세종 호텔,333,서울특별시 중구 퇴계로 145  (충무로2가),37.5613363,126.9879273,02-773-6000,http://www.sejong.co.kr
646,한국관광공사,관광호텔업,2성,2017-09-29,서울특별시,코코모 호텔,47,서울특별시 구로구 새말로 20  (구로동),37.5019434,126.8833464,02-2229-5500,http://www.hotelcocomo.com
647,한국관광공사,관광호텔업,3성,2017-08-31,서울특별시,이비스 앰배서더 호텔 인사동,363,서울특별시 종로구 삼일대로30길 31  (익선동),37.5743665,126.9894397,02-6730-1131,http://ibis.ambatel.com/insadong
650,한국관광공사,관광호텔업,4성,2017-08-01,서울특별시,노보텔 앰배서더 독산,218,서울특별시 금천구 시흥대로 378,37.4673441,126.8984022,02-838-1101,http://novotel.ambatel.com/doksan
651,한국관광공사,관광호텔업,4성,2017-08-01,서울특별시,나인트리 프리미어호텔 명동 2,408,서울특별시 중구 마른내로 28,37.5644803,126.9909241,02-6967-0999,http://www.ninetreehotel.com
653,한국관광공사,소형호텔업,1성,2017-07-19,서울특별시,IMT 호텔,20,서울특별시 송파구 오금로11길 29-5,37.5153635,127.1102704,02-420-2211,
655,한국관광공사,관광호텔업,1성,2017-06-20,서울특별시,호텔 컬리넌 왕십리,70,서울특별시 성동구 무학로2길 47,37.562562,127.0347708,02-2298-0070,http://hotelcullinan.co.kr
656,한국관광공사,관광호텔업,2성,2017-06-09,서울특별시,호텔 2.4,51,서울특별시 송파구 오금로11길 55-16,37.5157032,127.1138669,02-420-2400,http://www.hotel2-4.com/
657,한국관광공사,관광호텔업,3성,2017-05-24,서울특별시,라마다 앙코르 바이 윈덤 서울 동대문,332,서울특별시 동대문구 왕산로 22,37.576616,127.0330864,02-2116-6000,http://www.ramadaencoreseouldongdaemun.com
658,한국관광공사,관광호텔업,3성,2017-05-24,서울특별시,스탠다드 호텔,50,서울특별시 강서구 공항대로 518,37.5533338,126.8510294,02-2642-6200,http://www.standardhotel.co.kr/
659,한국관광공사,관광호텔업,2성,2017-05-24,서울특별시,호텔 트리아,50,서울특별시 강남구 테헤란로33길 16,37.5028324,127.03938,02-553-2471 ,http://www.triahotel.co.kr
661,한국관광공사,관광호텔업,4성,2017-04-06,서울특별시,아만티호텔 서울,150,서울특별시 마포구 월드컵북로 31,37.5677945,126.9068181,02-334-3111,http://www.hotelamanti.com/
663,한국관광공사,관광호텔업,4성,2017-03-28,서울특별시,글래드 라이브 강남,210,서울특별시 강남구 봉은사로 223,37.5083545,127.0363515,02-550-9700,
44,한국관광협회중앙회,관광호텔업,1성,2021-11-12,울산광역시,H 호텔,44,울산광역시 남구 화합로178번길 7 H호텔 (삼산동),35.540673,129.340268,052-271-9044,http://www.hhotelkorea.com/
63,한국관광협회중앙회,관광호텔업,2성,2021-09-19,울산광역시,해야 관광호텔,57,울산광역시 남구 삼산로395번길 11 해야호텔 (삼산동),35.5407595,129.3510211,052-256-2980,http://www.haeyahotel.com
128,한국관광협회중앙회,관광호텔업,3성,2021-05-12,울산광역시,호텔 굿모닝,75,울산광역시 동구 바드래1길 15,35.5174223,129.4306177,052-209-9000,http://www.ulsangoodmorninghotel.com
226,한국관광공사,관광호텔업,2성,2020-05-22,울산광역시,판도라 호텔,70,울산광역시 남구 삼산로392번길 8,35.5389013,129.3496737,052-716-2553,http://www.dailyhotel.co.kr
231,한국관광공사,관광호텔업,1성,2020-05-11,울산광역시,아마란스 호텔,30,울산광역시 울주군 상북면 석남로 752-8 ,35.6127431,129.0507433,052-254-2171,http://blog.naver.com/bky3850326k
250,한국관광공사,관광호텔업,2성,2020-03-20,울산광역시,토요코인 울산 삼산동,283,울산광역시 남구 삼산로 308  (삼산동),35.5387061,129.3409264,052-257-1045,http://www.toyoko-inn.com
322,한국관광공사,관광호텔업,1성,2019-11-26,울산광역시,간절곶관광호텔 (구. 아샘블 관광호텔),30,울산광역시 울주군 서생면 간절곶해안길 37,35.3561038,129.3503536,052-238-0031,https://assemblehotel.modoo.at
327,한국관광공사,관광호텔업,2성,2019-11-26,울산광역시,호텔 다움,68,울산광역시 중구 번영로 538  (반구동),35.5533213,129.3474063,052-298-3705,http://www.hoteldaoom.com
352,한국관광공사,관광호텔업,1성,2019-10-14,울산광역시,브라운도트 호텔 삼산점,50,울산광역시 남구 삼산로383번길 6-17  (삼산동),35.540597,129.3500407,052-277-2700,
365,한국관광공사,관광호텔업,4성,2019-09-26,울산광역시,머큐어 앰배서더 호텔 울산,131,울산광역시 북구 강동산하2로 7  (산하동),35.6354564,129.4379332,052-980-1145,https://www.ambatel.com/mercure/ulsan/ko/main.do
426,한국관광공사,관광호텔업,4성,2019-07-02,울산광역시,호텔 현대 울산,272,울산광역시 동구 방어진순환도로 875  (전하동),35.519824,129.430174,052-251-2233 ,http://www.lahanhotels.com/ulsan/index.do
493,한국관광공사,관광호텔업,5성,2019-04-15,울산광역시,롯데호텔 울산,200,울산광역시 남구 삼산로 282  (삼산동),35.5383725,129.3382442,052-960-4110,http://www.lottehotel.com/ulsan-hotel/ko.html
496,한국관광공사,관광호텔업,3성,2019-04-10,울산광역시,롯데시티호텔 울산,349,울산광역시 남구 삼산로 204  (달동),35.5375529,129.3297178,052-960-4110,https://www.lottehotel.com/ulsan-city/ko.html
519,한국관광공사,관광호텔업,3성,2019-03-18,울산광역시,신라스테이 울산,335,울산광역시 남구 삼산로 200  (달동),35.5363506,129.3164702,052-901-9183,
590,한국관광공사,관광호텔업,3성,2018-08-29,울산광역시,스타즈 호텔 울산,345,울산광역시 남구 남중로 65  (삼산동),35.540164,129.3474133,052-922-4000,http://www.stazhotelulsan.com/
25,한국관광협회중앙회,관광호텔업,5성,2021-12-10,인천광역시,네스트 호텔 (a member of Design Hotels™),370,인천광역시 중구 영종해안남로 19-5 (운서동),37.4251075,126.4279437,032-743-9000,https://www.nesthotel.co.kr
29,한국관광협회중앙회,관광호텔업,2성,2021-12-06,인천광역시,호텔시애틀 인천공항점,43,인천광역시 중구 신도시남로150번길 8  (운서동),37.494407,126.4914562,032-752-1170,http://hotelseattle.modoo.at
31,한국관광협회중앙회,소형호텔업,2성,2021-12-03,인천광역시,선재해림,20,인천광역시 옹진군 영흥면 선재로226번길 107-34 ,37.2524566,126.5228189,032-880-1688,http://www.sj-haelim.com
56,한국관광협회중앙회,관광호텔업,1성,2021-10-22,인천광역시,VOW관광호텔,73,인천광역시 계양구 계양문화로59번길 9 (계산동),37.5359976,126.735495,032-545-1111,http://www.hotelvow.com
74,한국관광협회중앙회,가족호텔업,5성,2021-08-18,인천광역시,오크우드 프리미어 인천 호텔,423,인천광역시 연수구 컨벤시아대로 165 (송도동),37.392921,126.646044,032-726-2000,http://www.oakwoodpremier.co.kr/
129,한국관광협회중앙회,관광호텔업,4성,2021-05-12,인천광역시,홀리데이 인 인천 송도 호텔,202,인천광역시 연수구 인천타워대로 251  (송도동),37.3905578,126.6367169,032-250-0000,http://holidayinnincheonsongdo.com
145,한국관광협회중앙회,관광호텔업,1성,2021-04-12,인천광역시,레이관광호텔,30,인천광역시 중구 을왕로58번길 7 (을왕동),37.4494951,126.3717511,032-752-8333,http://hotelray.co.kr
147,한국관광협회중앙회,관광호텔업,2성,2021-03-29,인천광역시,호텔 베이 204,91,인천광역시 남동구 인하로507번길 21-1  (구월동),37.4441401,126.7024555,032-429-0204,http://www.hotelbay204.co.kr
157,한국관광공사,관광호텔업,2성,2020-11-27,인천광역시,아시아드호텔,76,인천광역시 남동구 선수촌공원로17번길 6 (구월동),37.4405324,126.7073702,032-460-7000,http://www.asiadhotel.co.kr
